Account Manager,Rep Name,Account Number,Name,Address,Subscription Date,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Modem Age,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Churn Date,Latitude,Longitude,Postal Code,Region
77-4912526,Ishaaq Armitage,2796-NNUFI,"Stanton, Stoltenberg and Wiegand",79 Dexter Road,2/26/2017,No,Yes,Yes,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,Yes,9/30/2018,42.31443,-71.0925,2121,Massachusetts
75-8051982,Hollie Conway,3016-KSVCP,"Torphy, Osinski and King",7755 Lukken Park,3/7/2017,No,Yes,No,19,No,No phone service,DSL,Less than 1 Year,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,,42.31443,-71.0925,2121,Massachusetts
66-9184652,Erika Rodriquez,4767-HZZHQ,Hoppe-Schneider,72 Kedzie Lane,5/10/2017,No,Yes,Yes,17,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,,42.31443,-71.0925,2121,Massachusetts
16-0420024,Ariya Almond,2424-WVHPL,"Powlowski, Block and Dickinson",39630 Ridgeview Drive,1/17/2017,Yes,No,No,20,Yes,No,Fiber optic,New,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,Yes,9/30/2018,42.36131,-71.14177,2135,Massachusetts
57-1199545,Braydon Farrington,7233-PAHHL,Stark and Sons,3909 Debs Hill,8/16/2017,No,Yes,Yes,4,Yes,Yes,DSL,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84,5714.25,Yes,12/31/2017,42.36133,-71.14194,2135,Illinois
66-9184652,Erika Rodriquez,6067-NGCEU,"Cummings, Ankunding and Reynolds",67275 Sutteridge Road,7/16/2017,No,No,No,5,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107,Yes,12/31/2017,42.361322,-71.142005,2135,Illinois
42-3903575,Claudia Todd,9848-JQJTX,"Corwin, Heller and Jones",265 Dapin Way,2/10/2017,No,No,No,19,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,Yes,9/30/2018,42.36127,-71.14214,2135,Massachusetts
42-2956742,Rahim Glover,8637-XJIVR,"Balistreri, Haley and Becker",7 Aberg Road,3/12/2017,No,No,No,19,Yes,Yes,Fiber optic,Less than 1 Year,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,No,,42.36127,-71.14214,2135,Massachusetts
61-8597757,Sonny Vega,9803-FTJCG,Paucek-Lubowitz,3 Tennyson Lane,3/21/2017,No,Yes,Yes,19,Yes,Yes,DSL,Less than 1 Year,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No,,42.36127,-71.14214,2135,Massachusetts
47-2963605,Jaimee Vance,0278-YXOOG,Kessler-Muller,0930 Kropf Terrace,4/15/2017,No,No,No,6,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,11/7/2017,42.36127,-71.14214,2135,Illinois
13-8653221,Ieuan Whittington,3212-KXOCR,Tromp-Lemke,3 Di Loreto Court,7/19/2017,No,No,No,15,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21,1107.2,No,,42.36159,-71.1423,2135,Massachusetts
52-1146363,Tori Prentice,4598-XLKNJ,Willms-Skiles,79845 Schmedeman Road,8/18/2017,Yes,Yes,No,3,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,11/25/2017,42.36144,-71.14148,2135,Illinois
51-3249481,Abdur-Rahman Glenn,6380-ARCEH,"Nader, Graham and Hyatt",956 Quincy Road,3/13/2017,No,No,No,19,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,,42.34641,-71.10367,2215,Massachusetts
78-8973798,Jena Durham,3679-XASPY,White-Ratke,8941 South Street,6/12/2017,No,Yes,Yes,16,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,,42.34628,-71.10398,2215,Massachusetts
82-7808716,Laila Moses,7123-WQUHX,Gaylord Inc,16 Cody Point,2/23/2017,No,No,No,19,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95,3605.6,Yes,9/30/2018,42.34628,-71.10398,2215,Massachusetts
73-9095501,Floyd Black,5386-THSLQ,Harvey-Crona,61 Homewood Crossing,7/1/2016,Yes,Yes,No,1,No,No phone service,DSL,1 - 2 Years,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,Yes,7/12/2016,42.34628,-71.10398,2215,Illinois
42-2956742,Rahim Glover,3192-NQECA,Breitenberg-Cruickshank,75 Mosinee Junction,3/23/2017,No,Yes,No,5,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,7611.85,Yes,9/19/2017,42.34628,-71.10398,2215,Illinois
83-8467671,Naima Clements,6180-YBIQI,Mertz-Smith,2120 Shasta Way,3/3/2017,No,No,No,19,No,No phone service,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,,42.34628,-71.10398,2215,Massachusetts
98-3691700,Dexter Dawe,6728-DKUCO,"Heller, Reichel and Fritsch",20255 Marquette Lane,8/15/2017,No,Yes,Yes,4,Yes,Yes,Fiber optic,> 4 Years,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,Yes,12/31/2017,42.34628,-71.10398,2215,Illinois
75-8051982,Hollie Conway,9750-BOOHV,"Spencer, Upton and Johnson",5 Cambridge Drive,2/18/2017,No,No,No,19,No,No phone service,DSL,New,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,Yes,9/30/2018,42.34628,-71.10398,2215,Massachusetts
98-3691700,Dexter Dawe,8597-CWYHH,Stark-Hauck,85 Dottie Plaza,4/29/2017,No,No,No,18,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,,42.34628,-71.10398,2215,Massachusetts
52-1146363,Tori Prentice,2848-YXSMW,"Howe, McDermott and Harber",62441 Northridge Place,1/26/2017,No,Yes,Yes,20,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,Yes,9/30/2018,42.34628,-71.10398,2215,Massachusetts
69-0108929,Kelsea Esquivel,0486-HECZI,Hoppe and Sons,613 Graceland Drive,4/14/2017,No,Yes,No,18,Yes,Yes,Fiber optic,Less than 1 Year,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,No,,42.34628,-71.10398,2215,Massachusetts
66-9184652,Erika Rodriquez,4549-ZDQYY,Larkin Inc,1 Surrey Parkway,5/6/2017,No,No,No,17,Yes,No,DSL,1 - 2 Years,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,,42.34628,-71.10398,2215,Massachusetts
25-9781941,Cleo Frederick,5712-AHQNN,Jenkins-Metz,3 Grayhawk Court,3/29/2017,No,No,No,19,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,,42.34628,-71.10398,2215,Massachusetts
20-9329110,Emil Webber,4846-WHAFZ,Becker LLC,1 Grayhawk Crossing,6/28/2017,Yes,Yes,No,16,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,No,,42.34628,-71.10398,2215,Massachusetts
73-9095501,Floyd Black,5256-SKJGO,Gusikowski-Parker,266 Lerdahl Junction,6/19/2017,No,Yes,Yes,16,No,No phone service,DSL,Less than 1 Year,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,,42.34628,-71.10398,2215,Massachusetts
57-1199545,Braydon Farrington,3071-VBYPO,Ziemann Inc,59845 Vera Lane,1/24/2017,No,Yes,Yes,20,Yes,No,Fiber optic,New,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,Yes,9/30/2018,42.34628,-71.10398,2215,Massachusetts
10-8807007,Alec Wilks,9560-BBZXK,"Green, Runte and Homenick",1 Bayside Road,8/20/2017,No,No,No,14,No,No phone service,DSL,Less than 1 Year,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,,42.34628,-71.10398,2215,Massachusetts
42-3903575,Claudia Todd,5299-RULOA,Volkman-Mosciski,590 Algoma Hill,2/28/2018,No,Yes,Yes,1,Yes,Yes,Fiber optic,> 4 Years,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,3/18/2018,42.34628,-71.10398,2215,Illinois
69-0108929,Kelsea Esquivel,8402-OOOHJ,"Prohaska, Kris and Reinger",243 Paget Terrace,4/22/2017,No,No,No,18,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,,42.34634,-71.10364,2215,Massachusetts
42-3903575,Claudia Todd,9445-ZUEQE,Hauck Inc,2 Mcguire Street,6/7/2017,No,Yes,Yes,6,Yes,Yes,Fiber optic,> 4 Years,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,Yes,12/31/2017,42.34634,-71.10364,2215,Illinois
76-0195839,Rhia Frame,1091-SOZGA,Ullrich-Wolff,99 Park Meadow Trail,4/7/2017,No,Yes,Yes,18,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,,42.34634,-71.10364,2215,Massachusetts
66-9184652,Erika Rodriquez,2928-HLDBA,Watsica LLC,70522 Larry Way,6/15/2017,No,No,No,16,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,,42.34634,-71.10364,2215,Massachusetts
61-8597757,Sonny Vega,0404-SWRVG,Kunde Inc,9377 Rusk Circle,1/3/2018,No,No,No,5,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,6/10/2018,42.346289,-71.103615,2215,Illinois
83-8467671,Naima Clements,6497-TILVL,Connelly Inc,6539 Superior Place,2/1/2017,No,Yes,Yes,19,Yes,No,DSL,New,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,Yes,9/30/2018,42.3461972,-71.1039624,2215,Massachusetts
24-5250647,Derry Daniel,7219-TLZHO,"Hettinger, Fahey and Lang",3 Kings Road,6/9/2016,No,Yes,Yes,1,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,Yes,7/12/2016,42.3461972,-71.1039624,2215,Illinois
66-9184652,Erika Rodriquez,4622-YNKIJ,Aufderhar Group,5 Spaight Street,6/10/2017,No,No,No,16,Yes,No,Fiber optic,Less than 1 Year,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,,42.3461972,-71.1039624,2215,Massachusetts
66-9184652,Erika Rodriquez,4412-YLTKF,"Morar, Hartmann and Gerlach",9 Haas Terrace,9/21/2017,Yes,No,No,6,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,4/14/2018,42.3461972,-71.1039624,2215,Illinois
82-7808716,Laila Moses,6734-PSBAW,Crooks-McLaughlin,49094 Kennedy Crossing,2/26/2017,No,Yes,No,19,Yes,Yes,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,Yes,9/30/2018,42.3461972,-71.1039624,2215,Massachusetts
77-4912526,Ishaaq Armitage,3930-ZGWVE,"Boyer, Nitzsche and Koss",5 Lindbergh Circle,5/12/2017,No,No,No,17,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,,42.3461972,-71.1039624,2215,Massachusetts
13-8653221,Ieuan Whittington,2639-UGMAZ,Gorczany-Kuvalis,6866 Springview Place,3/14/2017,Yes,No,No,19,No,No phone service,DSL,Less than 1 Year,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,,42.3461972,-71.1039624,2215,Massachusetts
85-3745646,Shivani Costa,2876-GZYZC,Metz-Trantow,61828 Crescent Oaks Place,4/25/2017,No,No,No,18,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,,42.3461972,-71.1039624,2215,Massachusetts
86-3601877,Aniyah Delaney,6207-WIOLX,Pouros-Dibbert,33595 Milwaukee Trail,9/26/2017,No,Yes,Yes,5,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,3/5/2018,42.3461229,-71.10391,2215,Illinois
87-5056698,Carolyn Walmsley,8587-XYZSF,"Klocko, Donnelly and Carter",941 Bartelt Street,3/11/2017,No,No,No,19,Yes,No,DSL,Less than 1 Year,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,,42.3461229,-71.10391,2215,Massachusetts
52-1146363,Tori Prentice,3091-FYHKI,"Runolfsdottir, Walsh and Daugherty",34759 Marquette Street,6/10/2017,No,No,No,16,No,No phone service,DSL,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,No,,42.3461229,-71.10391,2215,Massachusetts
98-3691700,Dexter Dawe,2372-HWUHI,Lakin Group,1950 Eagle Crest Avenue,6/6/2017,No,No,No,5,Yes,No,DSL,> 4 Years,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,11/18/2017,42.3461229,-71.10391,2215,Illinois
77-4912526,Ishaaq Armitage,7799-LGRDP,Zieme-Yost,04 Londonderry Place,5/30/2016,No,No,No,1,Yes,Yes,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,Yes,7/12/2016,42.3461229,-71.10391,2215,Illinois
42-2956742,Rahim Glover,7850-VWJUU,Gibson Group,22111 Maywood Way,3/13/2017,No,No,No,19,Yes,No,Fiber optic,Less than 1 Year,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75,1778.5,No,,42.3461229,-71.10391,2215,Massachusetts
13-8653221,Ieuan Whittington,3774-VBNXY,Dickens-Rice,7 Milwaukee Court,1/8/2017,No,Yes,Yes,20,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,Yes,9/30/2018,42.3461229,-71.10391,2215,Massachusetts
51-3249481,Abdur-Rahman Glenn,6217-KDYWC,Hudson-Crooks,0 Butternut Center,2/28/2017,No,No,Yes,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,Yes,9/30/2018,42.3461229,-71.10391,2215,Massachusetts
66-9184652,Erika Rodriquez,0390-DCFDQ,"Johns, Douglas and Turcotte",371 Anthes Circle,4/10/2017,Yes,Yes,No,18,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,No,,42.3461229,-71.10391,2215,Massachusetts
87-5056698,Carolyn Walmsley,3146-MSEGF,Gibson-Senger,3149 Pearson Circle,6/19/2017,Yes,Yes,Yes,16,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,,42.3461229,-71.10391,2215,Massachusetts
66-9184652,Erika Rodriquez,4080-OGPJL,Schinner Inc,7 Hintze Pass,7/31/2017,No,No,No,15,Yes,Yes,DSL,Less than 1 Year,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,No,,42.34606,-71.10387,2215,Massachusetts
75-8051982,Hollie Conway,1095-WGNGG,Hegmann Inc,54 Manufacturers Court,7/21/2017,No,Yes,No,15,Yes,Yes,Fiber optic,Less than 1 Year,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,,42.34606,-71.10387,2215,Massachusetts
78-8973798,Jena Durham,2636-SJDOU,Runolfsdottir-Bechtelar,1 Northview Alley,6/9/2017,No,No,No,16,Yes,Yes,Fiber optic,Less than 1 Year,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,,42.34606,-71.10387,2215,Massachusetts
50-8904668,Marsha Lester,1131-QQZEB,Gleason Group,894 Duke Terrace,6/14/2017,Yes,Yes,No,16,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,,42.34606,-71.10387,2215,Massachusetts
58-8364238,Jenny Hancock,5716-EZXZN,Stroman-Kris,24 Tennessee Circle,1/25/2017,No,Yes,Yes,20,Yes,Yes,Fiber optic,New,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,Yes,9/30/2018,42.34606,-71.10387,2215,Massachusetts
25-9781941,Cleo Frederick,6837-BJYDQ,Ondricka Inc,35 Cottonwood Drive,1/20/2017,No,No,No,20,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,Yes,9/30/2018,42.34606,-71.10387,2215,Massachusetts
78-8973798,Jena Durham,2135-RXIHG,Kuvalis Inc,20 Dunning Place,3/10/2018,No,No,No,2,Yes,No,DSL,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,6/8/2018,42.34599,-71.10384,2215,Vermont
73-9095501,Floyd Black,6440-DKQGE,Leannon-Eichmann,989 Monument Road,4/18/2017,No,No,Yes,18,Yes,No,DSL,1 - 2 Years,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,,42.34599,-71.10384,2215,Massachusetts
24-5250647,Derry Daniel,3466-BYAVD,Strosin-Hane,5637 Northland Center,3/17/2017,No,Yes,Yes,19,Yes,No,DSL,1 - 2 Years,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,,42.34599,-71.10384,2215,Massachusetts
75-8051982,Hollie Conway,3780-YVMFA,"Senger, Mraz and Grimes",2659 Redwing Avenue,1/14/2017,No,Yes,Yes,20,Yes,No,DSL,New,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,Yes,9/30/2018,42.34599,-71.10384,2215,Massachusetts
77-4912526,Ishaaq Armitage,3874-EQOEP,Graham LLC,5 Main Crossing,4/9/2016,No,No,No,3,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95,655.5,Yes,7/12/2016,42.34599,-71.10384,2215,Illinois
47-2963605,Jaimee Vance,1679-JRFBR,"Upton, Bartoletti and Bogan",00283 Crest Line Place,3/2/2017,No,Yes,Yes,18,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,Yes,9/30/2018,42.34599,-71.10384,2215,Massachusetts
24-5250647,Derry Daniel,9073-ZZIAY,"White, Jerde and Hettinger",962 Browning Circle,7/22/2017,No,Yes,Yes,15,Yes,No,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,,42.34599,-71.10384,2215,Massachusetts
57-1199545,Braydon Farrington,3077-RSNTJ,Dooley Group,50 Starling Center,6/12/2017,No,Yes,Yes,6,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,Yes,12/31/2017,42.34599,-71.10384,2215,Illinois
20-9329110,Emil Webber,6551-GNYDG,Kiehn LLC,05320 Fordem Court,8/6/2017,No,Yes,Yes,14,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,,42.34599,-71.10384,2215,Massachusetts
77-4912526,Ishaaq Armitage,9167-APMXZ,Kuphal-Gutmann,8489 Maryland Avenue,2/10/2017,No,No,No,19,Yes,Yes,Fiber optic,New,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Yes,9/30/2018,42.34599,-71.10384,2215,Massachusetts
42-2956742,Rahim Glover,2749-CTKAJ,"Krajcik, Moen and Yost",5 Everett Drive,6/27/2016,No,Yes,Yes,1,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,Yes,7/12/2016,42.34599,-71.10384,2215,Illinois
66-9184652,Erika Rodriquez,6371-NZYEG,Smith-Ryan,3204 Nobel Lane,8/21/2017,No,Yes,Yes,14,Yes,No,DSL,1 - 2 Years,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,No,,42.34592,-71.10381,2215,Massachusetts
58-8364238,Jenny Hancock,7554-NEWDD,Rutherford-Smitham,8888 Pierstorff Trail,5/11/2017,No,No,No,17,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,,42.34585,-71.10379,2215,Massachusetts
57-1199545,Braydon Farrington,8992-VONJD,Ryan-Jaskolski,23232 Londonderry Way,4/11/2017,No,No,Yes,18,Yes,No,DSL,Less than 1 Year,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,764.55,No,,42.34577,-71.10375,2215,Massachusetts
57-1199545,Braydon Farrington,0867-MKZVY,VonRueden Inc,04701 Clarendon Hill,4/17/2018,No,Yes,No,2,Yes,Yes,Fiber optic,> 4 Years,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,6/24/2018,42.34618,-71.10355,2215,Vermont
20-9329110,Emil Webber,4482-EWFMI,Hegmann-McClure,8144 Dahle Center,4/28/2017,No,No,No,18,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,,42.34642,-71.10403,2215,Massachusetts
58-8364238,Jenny Hancock,4648-YPBTM,"Koelpin, Lang and Spinka",10079 Jenifer Parkway,4/21/2017,No,No,No,18,Yes,Yes,DSL,1 - 2 Years,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,,42.34642,-71.10403,2215,Massachusetts
87-5056698,Carolyn Walmsley,2907-ILJBN,Langosh-Welch,07 Dexter Road,8/19/2017,No,Yes,Yes,14,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,,42.34642,-71.10403,2215,Massachusetts
83-8467671,Naima Clements,6345-FZOQH,Harris and Sons,89827 Cambridge Road,7/1/2016,No,Yes,No,4,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,Yes,11/12/2016,42.34642,-71.10403,2215,Illinois
86-3601877,Aniyah Delaney,3376-BMGFE,Conroy-Russel,14523 Sunnyside Way,5/21/2017,No,No,No,17,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,No,,42.34642,-71.10403,2215,Massachusetts
10-4398098,Nyah O'Neill,5997-OPVFA,"Hauck, Wilderman and Carter",67 Orin Alley,5/4/2017,No,Yes,No,17,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,,42.34642,-71.10403,2215,Massachusetts
66-9184652,Erika Rodriquez,3445-HXXGF,Walsh-Beahan,12 Luster Center,4/11/2017,Yes,Yes,No,4,No,No phone service,DSL,1 - 2 Years,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,8/15/2017,42.34642,-71.10403,2215,Illinois
86-3601877,Aniyah Delaney,1159-WFSGR,Spinka LLC,92433 Blackbird Pass,3/9/2017,No,Yes,Yes,19,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,,42.34642,-71.10403,2215,Massachusetts
57-1199545,Braydon Farrington,7654-YWJUF,Turner-Hoeger,71858 Larry Court,8/11/2017,No,Yes,No,14,Yes,No,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,,42.34642,-71.10403,2215,Massachusetts
50-8904668,Marsha Lester,1875-QIVME,Crona LLC,3008 David Terrace,4/20/2017,No,Yes,No,18,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,No,,42.34642,-71.10403,2215,Massachusetts
